dataset_id,label,n_records,a6_applicable,matched_fraction,n_stratum,mc_ref,mc_ref_is_default,hard_reject_would_fire,n_corroborated,n_contradicted_eligible,n_unverifiable,contradicted_confirmed,contradicted_p_value,hard_reject_reason,elapsed_sec,note
fabricated_level4_23,known_bad,1500.0,True,0.0,36.0,4.5,False,True,0.0,36.0,0.0,True,1.4551915228366858e-11,"A6: dataset-level match rate 0/36 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.46e-11 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",16.52,"0/36 'Externally corroborated' of the records A6 actually forms a verdict on (36 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 36 contradicted-eligible, CONFIRMED)."
fabricated_level4_24,known_bad,1500.0,True,0.0,39.0,4.5,False,True,0.0,39.0,0.0,True,1.81898940354586e-12,"A6: dataset-level match rate 0/39 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.82e-12 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",13.43,"0/39 'Externally corroborated' of the records A6 actually forms a verdict on (39 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 39 contradicted-eligible, CONFIRMED)."
fabricated_level4_25,known_bad,1500.0,True,0.0,44.0,4.5,False,True,0.0,44.0,0.0,True,5.6843418860807996e-14,"A6: dataset-level match rate 0/44 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=5.68e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",16.6,"0/44 'Externally corroborated' of the records A6 actually forms a verdict on (44 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 44 contradicted-eligible, CONFIRMED)."
fabricated_level4_26,known_bad,1500.0,True,0.0,40.0,4.5,False,True,0.0,40.0,0.0,True,9.094947017729282e-13,"A6: dataset-level match rate 0/40 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=9.09e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",18.85,"0/40 'Externally corroborated' of the records A6 actually forms a verdict on (40 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 40 contradicted-eligible, CONFIRMED)."
fabricated_level4_27,known_bad,1500.0,True,0.0,46.0,4.5,False,True,0.0,46.0,0.0,True,1.4210854715201996e-14,"A6: dataset-level match rate 0/46 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.42e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",15.58,"0/46 'Externally corroborated' of the records A6 actually forms a verdict on (46 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 46 contradicted-eligible, CONFIRMED)."
fabricated_level4_28,known_bad,1500.0,True,0.0,47.0,4.5,False,True,0.0,47.0,0.0,True,7.1054273576009845e-15,"A6: dataset-level match rate 0/47 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=7.11e-15 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",15.37,"0/47 'Externally corroborated' of the records A6 actually forms a verdict on (47 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 47 contradicted-eligible, CONFIRMED)."
fabricated_level4_29,known_bad,1500.0,True,0.0,33.0,4.5,False,True,0.0,33.0,0.0,True,1.164153218269351e-10,"A6: dataset-level match rate 0/33 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.16e-10 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",14.47,"0/33 'Externally corroborated' of the records A6 actually forms a verdict on (33 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 33 contradicted-eligible, CONFIRMED)."
fabricated_level4_30,known_bad,1500.0,True,0.0,43.0,4.5,False,True,0.0,43.0,0.0,True,1.136868377216162e-13,"A6: dataset-level match rate 0/43 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.14e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",12.99,"0/43 'Externally corroborated' of the records A6 actually forms a verdict on (43 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 43 contradicted-eligible, CONFIRMED)."
fabricated_level5_1,known_bad,1500.0,True,0.0,51.0,4.5,False,True,0.0,51.0,0.0,True,4.440892098500646e-16,"A6: dataset-level match rate 0/51 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=4.44e-16 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",270.76,"0/51 'Externally corroborated' of the records A6 actually forms a verdict on (51 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 51 contradicted-eligible, CONFIRMED)."
fabricated_level5_2,known_bad,1500.0,True,0.0,42.0,4.5,False,True,0.0,42.0,0.0,True,2.273736754432321e-13,"A6: dataset-level match rate 0/42 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.27e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",127.09,"0/42 'Externally corroborated' of the records A6 actually forms a verdict on (42 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 42 contradicted-eligible, CONFIRMED)."
fabricated_level5_3,known_bad,1500.0,True,0.0,57.0,4.5,False,True,0.0,57.0,0.0,True,6.93889390390723e-18,"A6: dataset-level match rate 0/57 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=6.94e-18 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",283.7,"0/57 'Externally corroborated' of the records A6 actually forms a verdict on (57 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 57 contradicted-eligible, CONFIRMED)."
fabricated_level5_4,known_bad,1500.0,True,0.0,46.0,4.5,False,True,0.0,46.0,0.0,True,1.4210854715201996e-14,"A6: dataset-level match rate 0/46 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.42e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",144.94,"0/46 'Externally corroborated' of the records A6 actually forms a verdict on (46 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 46 contradicted-eligible, CONFIRMED)."
fabricated_level5_5,known_bad,1500.0,True,0.0,44.0,4.5,False,True,0.0,44.0,0.0,True,5.6843418860807996e-14,"A6: dataset-level match rate 0/44 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=5.68e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",288.24,"0/44 'Externally corroborated' of the records A6 actually forms a verdict on (44 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 44 contradicted-eligible, CONFIRMED)."
fabricated_level5_6,known_bad,1500.0,True,0.0,48.0,4.5,False,True,0.0,48.0,0.0,True,3.552713678800511e-15,"A6: dataset-level match rate 0/48 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=3.55e-15 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",238.92,"0/48 'Externally corroborated' of the records A6 actually forms a verdict on (48 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 48 contradicted-eligible, CONFIRMED)."
fabricated_level5_7,known_bad,1500.0,True,0.0,39.0,4.5,False,True,0.0,39.0,0.0,True,1.81898940354586e-12,"A6: dataset-level match rate 0/39 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.82e-12 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",230.31,"0/39 'Externally corroborated' of the records A6 actually forms a verdict on (39 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 39 contradicted-eligible, CONFIRMED)."
fabricated_level5_8,known_bad,1500.0,True,0.0,51.0,4.5,False,True,0.0,51.0,0.0,True,4.440892098500646e-16,"A6: dataset-level match rate 0/51 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=4.44e-16 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",99.06,"0/51 'Externally corroborated' of the records A6 actually forms a verdict on (51 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 51 contradicted-eligible, CONFIRMED)."
fabricated_level5_9,known_bad,1500.0,True,0.0,43.0,4.5,False,True,0.0,43.0,0.0,True,1.136868377216162e-13,"A6: dataset-level match rate 0/43 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.14e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",110.44,"0/43 'Externally corroborated' of the records A6 actually forms a verdict on (43 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 43 contradicted-eligible, CONFIRMED)."
fabricated_level5_10,known_bad,1500.0,True,0.0,40.0,4.5,False,True,0.0,40.0,0.0,True,9.094947017729282e-13,"A6: dataset-level match rate 0/40 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=9.09e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",116.13,"0/40 'Externally corroborated' of the records A6 actually forms a verdict on (40 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 40 contradicted-eligible, CONFIRMED)."
fabricated_level5_11,known_bad,1500.0,True,0.0,55.0,4.5,False,True,0.0,55.0,0.0,True,2.7755575615629024e-17,"A6: dataset-level match rate 0/55 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.78e-17 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",123.22,"0/55 'Externally corroborated' of the records A6 actually forms a verdict on (55 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 55 contradicted-eligible, CONFIRMED)."
fabricated_level5_12,known_bad,1500.0,True,0.0,49.0,4.5,False,True,0.0,49.0,0.0,True,1.7763568394002524e-15,"A6: dataset-level match rate 0/49 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.78e-15 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",242.56,"0/49 'Externally corroborated' of the records A6 actually forms a verdict on (49 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 49 contradicted-eligible, CONFIRMED)."
fabricated_level5_13,known_bad,1500.0,True,0.0,39.0,4.5,False,True,0.0,39.0,0.0,True,1.81898940354586e-12,"A6: dataset-level match rate 0/39 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.82e-12 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",104.38,"0/39 'Externally corroborated' of the records A6 actually forms a verdict on (39 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 39 contradicted-eligible, CONFIRMED)."
fabricated_level5_14,known_bad,1500.0,True,0.0,42.0,4.5,False,True,0.0,42.0,0.0,True,2.273736754432321e-13,"A6: dataset-level match rate 0/42 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.27e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",102.89,"0/42 'Externally corroborated' of the records A6 actually forms a verdict on (42 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 42 contradicted-eligible, CONFIRMED)."
fabricated_level5_15,known_bad,1500.0,True,0.0,52.0,4.5,False,True,0.0,52.0,0.0,True,2.2204460492503185e-16,"A6: dataset-level match rate 0/52 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.22e-16 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",123.26,"0/52 'Externally corroborated' of the records A6 actually forms a verdict on (52 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 52 contradicted-eligible, CONFIRMED)."
fabricated_level5_16,known_bad,1500.0,True,0.0,43.0,4.5,False,True,0.0,43.0,0.0,True,1.136868377216162e-13,"A6: dataset-level match rate 0/43 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.14e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",135.77,"0/43 'Externally corroborated' of the records A6 actually forms a verdict on (43 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 43 contradicted-eligible, CONFIRMED)."
fabricated_level5_17,known_bad,1500.0,True,0.0,34.0,4.5,False,True,0.0,34.0,0.0,True,5.820766091346745e-11,"A6: dataset-level match rate 0/34 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=5.82e-11 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",280.05,"0/34 'Externally corroborated' of the records A6 actually forms a verdict on (34 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 34 contradicted-eligible, CONFIRMED)."
fabricated_level5_18,known_bad,1500.0,True,0.0,47.0,4.5,False,True,0.0,47.0,0.0,True,7.1054273576009845e-15,"A6: dataset-level match rate 0/47 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=7.11e-15 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",123.58,"0/47 'Externally corroborated' of the records A6 actually forms a verdict on (47 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 47 contradicted-eligible, CONFIRMED)."
fabricated_level5_19,known_bad,1500.0,True,0.0,41.0,4.5,False,True,0.0,41.0,0.0,True,4.547473508864649e-13,"A6: dataset-level match rate 0/41 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=4.55e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",138.82,"0/41 'Externally corroborated' of the records A6 actually forms a verdict on (41 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 41 contradicted-eligible, CONFIRMED)."
fabricated_level5_20,known_bad,1500.0,True,0.0,59.0,4.5,False,True,0.0,59.0,0.0,True,1.7347234759768136e-18,"A6: dataset-level match rate 0/59 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.73e-18 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",135.83,"0/59 'Externally corroborated' of the records A6 actually forms a verdict on (59 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 59 contradicted-eligible, CONFIRMED)."
fabricated_level5_21,known_bad,1500.0,True,0.0,43.0,4.5,False,True,0.0,43.0,0.0,True,1.136868377216162e-13,"A6: dataset-level match rate 0/43 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.14e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",108.43,"0/43 'Externally corroborated' of the records A6 actually forms a verdict on (43 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 43 contradicted-eligible, CONFIRMED)."
fabricated_level5_22,known_bad,1500.0,True,0.0,59.0,4.5,False,True,0.0,59.0,0.0,True,1.7347234759768136e-18,"A6: dataset-level match rate 0/59 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.73e-18 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",125.4,"0/59 'Externally corroborated' of the records A6 actually forms a verdict on (59 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 59 contradicted-eligible, CONFIRMED)."
fabricated_level5_23,known_bad,1500.0,True,0.0,51.0,4.5,False,True,0.0,51.0,0.0,True,4.440892098500646e-16,"A6: dataset-level match rate 0/51 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=4.44e-16 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",106.82,"0/51 'Externally corroborated' of the records A6 actually forms a verdict on (51 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 51 contradicted-eligible, CONFIRMED)."
fabricated_level5_24,known_bad,1500.0,True,0.0,54.0,4.5,False,True,0.0,54.0,0.0,True,5.551115123125776e-17,"A6: dataset-level match rate 0/54 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=5.55e-17 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",324.55,"0/54 'Externally corroborated' of the records A6 actually forms a verdict on (54 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 54 contradicted-eligible, CONFIRMED)."
fabricated_level5_25,known_bad,1500.0,True,0.0,42.0,4.5,False,True,0.0,42.0,0.0,True,2.273736754432321e-13,"A6: dataset-level match rate 0/42 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.27e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",152.09,"0/42 'Externally corroborated' of the records A6 actually forms a verdict on (42 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 42 contradicted-eligible, CONFIRMED)."
fabricated_level5_26,known_bad,1500.0,True,0.0,52.0,4.5,False,True,0.0,52.0,0.0,True,2.2204460492503185e-16,"A6: dataset-level match rate 0/52 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.22e-16 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",158.37,"0/52 'Externally corroborated' of the records A6 actually forms a verdict on (52 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 52 contradicted-eligible, CONFIRMED)."
fabricated_level5_27,known_bad,1500.0,True,0.0,52.0,4.5,False,True,0.0,52.0,0.0,True,2.2204460492503185e-16,"A6: dataset-level match rate 0/52 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.22e-16 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",101.15,"0/52 'Externally corroborated' of the records A6 actually forms a verdict on (52 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 52 contradicted-eligible, CONFIRMED)."
fabricated_level5_28,known_bad,1500.0,True,0.0,40.0,4.5,False,True,0.0,40.0,0.0,True,9.094947017729282e-13,"A6: dataset-level match rate 0/40 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=9.09e-13 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",283.7,"0/40 'Externally corroborated' of the records A6 actually forms a verdict on (40 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 40 contradicted-eligible, CONFIRMED)."
fabricated_level5_29,known_bad,1500.0,True,0.0,45.0,4.5,False,True,0.0,45.0,0.0,True,2.8421709430404045e-14,"A6: dataset-level match rate 0/45 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.84e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",261.23,"0/45 'Externally corroborated' of the records A6 actually forms a verdict on (45 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 45 contradicted-eligible, CONFIRMED)."
fabricated_level5_30,known_bad,1500.0,True,0.0,47.0,4.5,False,True,0.0,47.0,0.0,True,7.1054273576009845e-15,"A6: dataset-level match rate 0/47 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=7.11e-15 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",142.47,"0/47 'Externally corroborated' of the records A6 actually forms a verdict on (47 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 47 contradicted-eligible, CONFIRMED)."
fabricated_level6_1,known_bad,1500.0,True,0.0,46.0,4.5,False,True,0.0,46.0,0.0,True,1.4210854715201996e-14,"A6: dataset-level match rate 0/46 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.42e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",281.88,"0/46 'Externally corroborated' of the records A6 actually forms a verdict on (46 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 46 contradicted-eligible, CONFIRMED)."
fabricated_level6_2,known_bad,1500.0,True,0.0,45.0,4.5,False,True,0.0,45.0,0.0,True,2.8421709430404045e-14,"A6: dataset-level match rate 0/45 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=2.84e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",130.62,"0/45 'Externally corroborated' of the records A6 actually forms a verdict on (45 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 45 contradicted-eligible, CONFIRMED)."
fabricated_level6_3,known_bad,1500.0,True,0.0,47.0,4.5,False,True,0.0,47.0,0.0,True,7.1054273576009845e-15,"A6: dataset-level match rate 0/47 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=7.11e-15 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",107.12,"0/47 'Externally corroborated' of the records A6 actually forms a verdict on (47 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 47 contradicted-eligible, CONFIRMED)."
fabricated_level6_4,known_bad,1500.0,True,0.0,46.0,4.5,False,True,0.0,46.0,0.0,True,1.4210854715201996e-14,"A6: dataset-level match rate 0/46 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.42e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",119.84,"0/46 'Externally corroborated' of the records A6 actually forms a verdict on (46 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 46 contradicted-eligible, CONFIRMED)."
fabricated_level6_5,known_bad,1500.0,True,0.0,44.0,4.5,False,True,0.0,44.0,0.0,True,5.6843418860807996e-14,"A6: dataset-level match rate 0/44 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=5.68e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",245.76,"0/44 'Externally corroborated' of the records A6 actually forms a verdict on (44 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 44 contradicted-eligible, CONFIRMED)."
fabricated_level6_6,known_bad,1500.0,True,0.0,44.0,4.5,False,True,0.0,44.0,0.0,True,5.6843418860807996e-14,"A6: dataset-level match rate 0/44 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=5.68e-14 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",120.72,"0/44 'Externally corroborated' of the records A6 actually forms a verdict on (44 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 44 contradicted-eligible, CONFIRMED)."
fabricated_level6_7,known_bad,1500.0,True,0.0,39.0,4.5,False,True,0.0,39.0,0.0,True,1.81898940354586e-12,"A6: dataset-level match rate 0/39 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=1.82e-12 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",287.46,"0/39 'Externally corroborated' of the records A6 actually forms a verdict on (39 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 39 contradicted-eligible, CONFIRMED)."
fabricated_level6_8,known_bad,1500.0,True,0.0,60.0,4.5,False,True,0.0,60.0,0.0,True,8.67361737988405e-19,"A6: dataset-level match rate 0/60 over records queried against >=2 independent reference sources, comfortably above each source's own completeness stratum, confirmed (Clopper-Pearson lower-tail p=8.67e-19 < alpha=0.01) to sit credibly below theta_auth=0.5 -- 'Externally contradicted', confirmed-fabrication floor triggered.",115.35,"0/60 'Externally corroborated' of the records A6 actually forms a verdict on (60 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 60 contradicted-eligible, CONFIRMED)."
